,ids,e_value,hit_start,hit_end,bitscore
256,P0C0H7,0.00793747,278,485,41.7394
257,Q5L2C0,0.00809632,110,209,41.3542
258,Q6GH69,0.0081341,40,238,41.3542
259,A6QGN9,0.0081341,40,238,41.3542
260,Q5HG83,0.0081341,40,238,41.3542
261,Q2YXS9,0.0081341,40,238,41.3542
262,Q2FYU4,0.0081341,40,238,41.3542
263,Q2FH96,0.0081341,40,238,41.3542
264,A6TVS0,0.00823269,214,278,41.3542
265,B2IPN4,0.00826338,39,240,41.3542
266,Q5R146,0.00850865,107,230,40.969
267,A6GWS0,0.0087421,109,225,40.969
268,A0QSU4,0.00919482,125,218,41.3542
269,A2REI5,0.00941862,39,240,41.3542
270,A8FHQ9,0.0102837,33,111,40.969
271,A5INE6,0.0104718,63,180,40.969
272,A6LDI7,0.0105175,33,107,40.969
273,E9PU28,0.0105805,299,406,41.3542
274,P24547,0.0105805,299,406,41.3542
275,P12268,0.0105805,299,406,41.3542
276,P12269,0.0105805,299,406,41.3542
277,Q3SWY3,0.0105805,299,406,41.3542
278,Q58923,0.0107539,101,200,40.5838
279,Q4ZY06,0.0107653,256,329,41.3542
280,Q74HT0,0.0108999,57,213,40.5838
281,C5CT60,0.0109028,196,237,40.969
282,Q8R7I7,0.011439,95,217,40.5838
283,A4ISR2,0.0117753,33,110,40.5838
284,Q38YF0,0.0119147,128,238,40.969
285,Q2RHX4,0.0119345,139,214,40.5838
286,B5YE90,0.0125435,1,111,40.5838
287,P65171,0.0126314,125,218,40.969
288,P9WKI5,0.0126314,125,218,40.969
289,P9WKI4,0.0126314,125,218,40.969
290,A4XYG7,0.0128216,256,333,40.969
291,A1KRQ4,0.0128415,105,314,40.969
292,Q8R9R7,0.0129343,8,264,40.969
293,Q65EG3,0.0131226,33,111,40.5838
294,Q5KP44,0.013317,314,410,41.3542
295,A8HYT7,0.0133502,33,117,40.5838
296,A9VFL4,0.0134773,108,239,40.5838
297,B8H3Q5,0.0139629,246,326,40.969
298,Q9A943,0.0139629,246,326,40.969
299,Q4L3H8,0.0145354,162,258,40.5838
300,B0TQY8,0.014547,36,174,40.5838
301,A9M3G1,0.014714,105,314,40.5838
302,Q8EMP6,0.015095,110,209,40.1986
303,Q39UK4,0.0152125,227,277,40.5838
304,Q040Z7,0.0154037,57,213,40.1986
305,Q9C0G0,0.0155177,1754,1989,41.3542
306,B9DKG1,0.0163626,138,207,40.1986
307,B6JNB7,0.016395,64,244,40.1986
308,Q4L646,0.0163983,40,238,40.5838
309,F7CYY5,0.0166823,300,407,40.969
310,B2RH32,0.0167906,144,216,40.1986
311,Q49UF2,0.0169633,138,215,40.1986
312,B8B8K5,0.0172584,235,306,40.5838
313,Q893R2,0.0172718,135,248,40.1986
314,Q8CPC9,0.0172946,128,271,40.5838
315,Q5HPK5,0.0172946,128,271,40.5838
316,Q1LU41,0.0177223,107,206,40.1986
317,Q3AD48,0.0177223,18,181,40.1986
318,Q9LRR9,0.01775,234,362,40.5838
319,Q82ST3,0.0177537,106,315,40.5838
320,C5D6J1,0.0179057,108,207,40.1986
321,Q9K6Z6,0.0179959,33,111,40.1986
322,Q03TT0,0.0181971,44,244,40.5838
323,Q7MT73,0.0183719,144,216,40.1986
324,A1WB23,0.0184024,55,237,40.5838
325,B9ME75,0.0184024,55,237,40.5838
326,A9N0K2,0.0184745,107,250,40.1986
327,P18304,0.0185748,98,238,40.1986
328,A9BJH4,0.0189201,1,275,40.1986
329,O29742,0.0193397,202,299,40.1986
330,A8LFH1,0.0194156,141,240,40.1986
331,Q18JI3,0.0200456,34,116,40.1986
332,A5WHT5,0.0205831,17,119,39.8134
333,B9J523,0.0213381,108,207,39.8134
334,B7HWF4,0.0213381,108,207,39.8134
335,Q63FR5,0.0217091,110,209,39.8134
336,Q81HQ5,0.0217091,110,209,39.8134
337,A0RA08,0.0217091,110,209,39.8134
338,Q73DB1,0.0219224,108,207,39.8134
339,O34727,0.0219451,33,111,39.8134
340,Q6HN84,0.0231205,110,209,39.8134
341,O35435,0.0234498,141,389,40.1986
342,Q83HM5,0.0236079,140,253,39.8134
343,B9DP67,0.0237988,142,271,40.1986
344,Q6MT55,0.0239479,4,210,39.4282
345,B7HDF2,0.0242047,108,207,39.8134
346,B7IY02,0.0242047,108,207,39.8134
347,Q609J2,0.0251951,232,323,40.1986
348,Q49XD2,0.0254842,128,271,39.8134
349,Q5WDI2,0.027001,33,110,39.4282
350,C6E6N2,0.0271253,227,276,39.8134
351,P44334,0.0271515,275,371,40.1986
352,Q2NI73,0.0276189,194,256,39.8134
353,Q7U5M8,0.028207,33,111,39.4282
354,Q8NKN9,0.0284688,106,204,39.4282
355,P58262,0.028602,118,213,39.4282
356,A2SQR0,0.0287032,151,220,39.4282
357,Q8YBP2,0.0289883,115,232,40.1986
358,Q8FWN5,0.0293788,122,239,40.1986
359,Q13ZM3,0.0295437,245,325,39.8134
360,Q58746,0.0298547,300,415,40.1986
361,Q84XA3,0.0299457,289,394,40.1986
362,P05414,0.0304921,228,363,39.8134
363,P77704,0.0316644,123,251,39.4282
364,B5XYE8,0.0328694,107,250,39.4282
365,Q10CE4,0.0335967,229,343,39.8134
366,B8AKX6,0.0335967,229,343,39.8134
367,A1S6Z6,0.0338655,36,174,39.4282
368,B0UXP9,0.0344282,299,406,39.8134
369,Q9HKS5,0.0353045,178,285,39.4282
370,A7Z962,0.0353806,17,111,39.0431
371,A9WQA3,0.0354222,37,110,39.0431
372,B8CNW1,0.0363221,138,234,39.0431
373,A4X5V3,0.0367907,207,261,39.4282
374,B2KEU8,0.0370324,36,110,39.0431
375,A3MZT8,0.0373895,189,280,39.4282
376,B0BUD0,0.037724,189,280,39.4282
377,A5FJK8,0.037903,163,234,39.0431
378,A1TNF7,0.0380676,126,237,39.4282
379,B9DKX7,0.0394417,196,260,39.4282
380,P60799,0.0394417,196,258,39.4282
381,A8YZL5,0.0394417,196,258,39.4282
382,Q6GBW9,0.0394417,196,258,39.4282
383,Q6GJF0,0.0394417,196,258,39.4282
384,P60798,0.0394417,196,258,39.4282
385,P60797,0.0394417,196,258,39.4282
386,A6QEH1,0.0394417,196,258,39.4282
387,Q5HIF5,0.0394417,196,258,39.4282
388,A5IQ72,0.0394417,196,258,39.4282
389,Q2G0Q1,0.0394417,196,258,39.4282
390,Q2FJC1,0.0394417,196,258,39.4282
391,A6TYZ5,0.0394417,196,258,39.4282
392,A7WYT1,0.0394417,196,258,39.4282
393,Q8TVL8,0.0416065,192,255,39.0431
394,Q46CW8,0.0430096,118,230,39.0431
395,Q5H6B9,0.0434022,145,214,39.0431
396,B2SHJ1,0.0434022,145,214,39.0431
397,Q2P8Z6,0.0434022,145,214,39.0431
398,A0LJA4,0.0438318,110,233,39.0431
399,Q8CQV7,0.0442823,196,258,39.0431
400,Q5HRN5,0.0442823,196,258,39.0431
401,A4SSI2,0.0460795,107,240,39.0431
402,Q07152,0.046605,192,415,39.4282
403,A1W7S6,0.046866,211,333,39.0431
404,Q9L6B7,0.0487405,274,370,39.4282
405,B3GXB6,0.0488386,194,280,39.0431
406,B0TS89,0.0513302,138,215,38.6579
407,C3LLI5,0.0521971,36,250,38.6579
408,Q9KSW8,0.0521971,36,250,38.6579
409,A5F289,0.0521971,36,250,38.6579
410,A1WTJ3,0.0522123,234,320,39.0431
411,Q01YA2,0.0522397,178,268,39.0431
412,B6EJ93,0.0526682,36,174,38.6579
413,B5FDA4,0.0526682,36,174,38.6579
414,Q8R806,0.0530103,48,204,38.2727
415,A3QER0,0.0531436,138,212,38.6579
416,Q12NT0,0.0531436,36,111,38.6579
417,Q8PW92,0.0532854,37,115,38.6579
418,Q88SV5,0.0542539,144,298,39.0431
419,C1EYJ3,0.0543862,108,207,38.6579
420,A4IKR6,0.0546645,108,207,38.6579
421,Q9ZL14,0.0548343,29,444,39.0431
422,A9BNR6,0.0552234,55,237,39.0431
423,A6UWM0,0.0563928,120,260,38.6579
424,Q9HLK8,0.0564639,253,367,39.0431
425,B7JRB1,0.0568858,108,207,38.6579
426,Q81UX4,0.0568858,108,207,38.6579
427,C3LFA6,0.0568858,108,207,38.6579
428,C3P0L4,0.0568858,108,207,38.6579
429,Q8WPW2,0.0573681,165,301,38.6579
430,Q03AR1,0.0581851,146,242,39.0431
431,B3WCK9,0.0581851,146,242,39.0431
432,B2A2Z7,0.0588766,156,237,38.6579
433,Q0VM72,0.0604941,18,185,38.6579
434,A7MX10,0.0613589,36,165,38.6579
435,Q24QJ5,0.061755,34,181,38.6579
436,Q9K1D7,0.062064,105,314,38.6579
437,A1VMA8,0.0625116,55,237,38.6579
438,Q12CT8,0.0630675,55,237,38.6579
439,B8FP24,0.0631951,33,180,38.2727
440,A5UEU6,0.0632481,117,247,38.6579
441,B0RZ30,0.0639858,145,214,38.2727
442,B0K4N7,0.0644214,192,251,38.6579
443,Q8F4Q4,0.0648669,285,389,39.0431
444,Q9HR52,0.0654552,32,110,38.6579
445,B0R4B2,0.0654552,32,110,38.6579
446,Q5E633,0.0671251,36,111,38.2727
447,Q5UZH1,0.0678078,154,226,38.2727
448,Q9GZH3,0.0682895,297,414,39.0431
449,A9L3J3,0.0700374,107,215,38.2727
450,A6WNR8,0.0700374,107,215,38.2727
451,A3D465,0.0700374,107,215,38.2727
452,B8EA59,0.0700374,107,215,38.2727
453,P56088,0.0700419,329,444,39.0431
454,O67820,0.0705133,263,382,39.0431
455,Q8D8Q5,0.0708412,36,165,38.2727
456,A1A2H2,0.0713176,51,117,38.2727
457,Q7UJL3,0.0715447,308,478,39.0431
458,Q3B213,0.0720869,174,314,38.6579
459,Q47XB3,0.0723935,36,174,38.2727
460,A2BLL5,0.073416,155,275,38.6579
461,A1RJR5,0.073918,107,215,38.2727
462,A4Y6R6,0.073918,107,215,38.2727
463,Q9LRS0,0.0740275,234,362,38.6579
464,Q83MZ9,0.0759469,184,253,38.2727
465,A9B891,0.0764942,194,285,38.2727
466,C4XS73,0.0780681,33,111,38.2727
467,Q12UY6,0.0803982,1,115,38.2727
468,Q5FJB5,0.0805773,73,290,38.2727
469,O00086,0.0835276,301,406,38.6579
470,Q59Q46,0.0835276,301,406,38.6579
471,B2TQ13,0.0862643,93,193,37.8875
472,Q5HLB4,0.0864442,138,207,37.8875
473,O14344,0.0889533,291,402,38.6579
474,Q7US84,0.0891575,133,282,38.2727
475,Q8RBJ3,0.0919731,192,251,38.2727
476,Q8CN30,0.0945669,138,207,37.8875
477,Q8EWM9,0.0946538,123,213,37.8875
478,B8J216,0.0959584,33,105,37.8875
479,A7GLF8,0.0975095,108,207,37.8875
480,B0KAS1,0.0978841,193,251,37.8875
481,A3M9P1,0.0995679,17,181,37.8875
482,B2I0P3,0.0995679,17,181,37.8875
483,B7IBD7,0.0995679,17,181,37.8875
484,B7GVJ5,0.0995679,17,181,37.8875
485,P20932,0.100646,254,330,38.2727
486,Q8RG85,0.100796,226,268,37.8875
487,Q03GJ0,0.105377,128,238,37.8875
488,B1KHI0,0.108201,138,230,37.8875
489,Q7N966,0.109177,107,206,37.8875
490,B1KRF9,0.109976,36,158,37.8875
491,O27120,0.11087,113,216,37.5023
492,A8MIU4,0.111608,226,276,37.8875
493,Q7VL86,0.112707,194,280,37.8875
494,A7MQQ2,0.11564,107,228,37.5023
495,Q7MLS1,0.117104,36,165,37.5023
496,A5IJU8,0.117243,121,244,37.8875
497,B1I556,0.118104,33,105,37.5023
498,Q0A5D3,0.118235,18,175,37.5023
499,Q9JX66,0.120424,105,314,37.8875
